Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Web address
Srednja škola metalskih zanimanja,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85645556,18.40184212,38733207369,,www.ssmz.edu.ba
"Srednja škola poljoprivrede, prehrane, veterine i uslužnih djelatnosti",High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85633565,18.42408836,38733262900,,www.mspvps.edu.ba
Srednja škola primijenjenih umjetnosti,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.8577243,18.42361629,38733440520,,www.artschoolsa.edu.ba
Srednja škola za okoliš i drvni dizajn,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85372457,18.39406371,38733641036,,www.msdss.edu.ba
Srednja škola za saobra?aj i komunikacije,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86534394,18.39908481,38733561940,,www.mssskola.edu.ba
"Srednja škola za tekstil, kožu i dizajn",High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86687548,18.43220472,38733531675,,www.msts.edu.ba
"Srednja tehni?ka škola grafi?kih tehnologija, dizajna i multimedije",High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.83114467,18.30609798,38733764225,,www.sgts.edu.ba
Srednja ugostiteljsko-turisti?ka škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.8572524,18.43357265,38733534633,,www.msuts-sa.edu.ba
Srednja zubotehni?ka škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86501132,18.41426611,38733262180,,www.szs.edu.ba
Srednjoškolski centar 'Nedžad Ibrišimovi?' Ilijaš,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.96061915,18.2667017,38733400815,,www.mssilijas.edu.ba
Srednjoškolski centar Hadži?i,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.82213508,18.19843411,38733420337,,www.sscha.edu.ba
Srednjoškolski centar Vogoš?a,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.89961637,18.34178209,38733432638,,www.mssvogosca.edu.ba
Tre?a gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85277296,18.39055538,38733279250,,www.treca-gimnazija.edu.ba
Željezni?ki školski centar,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85490828,18.38516951,38733722940,,www.zsc.edu.ba
Prva gimnazija u Zenici,High School,Bulevar Kulina Bana 26,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.201848,17.907655,38732402626,gim_zedo@bih.net.ba,
Druga gimnazija u Zenici,High School,Mejdandžik 2,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.198119,17.908905,38732405431,drugagimn.zenica@hotmail.com,
Op?a gimnazija u sastavu Katoli?kog školskog centra 'Sveti Pavao',High School,Aska Bori?a 20,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.205332,17.905186,38732449106, ksc.ze.gimn@gmail.com,
Srednja muzi?ka škola u Zenici,High School,Školska 11,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.203028,17.905251,38732240814,srednjamuzicka@yahoo.com,
Ekonomska škola,High School,Mejdandžik 2,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.198191,17.908967,38732404255,ekonomze@bih.net.ba,
Medicinska škola,High School,Crkvice bb,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.206579,17.924213,38732443070,med.skola.ze@bih.net.ba,
Tehni?ka škola,High School,Bilmiš?e 69,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.19304,17.922194,38732200260,tscze@bih.net.ba,
Stru?na zanatska škola,High School,Bilmiš?e 69,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.19304,17.922194,38732401423,szskola@bih.net.ba,
Stru?na industrijska škola,High School,Bulevar Kralja Tvrtka 11,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.21128,17.909151,38732202040,indsko@hotmail.com,
Mješovita srednja škola,High School,Dr. Adolfa Goldbergera 10,Federation Of Bosnia and Herzegovina,ZDK,Zenica,44.209378,17.907214,38732404601,pprehrambena@yahoo.com,
Specijalna srednja škola,High School,Bilmiš?e 69,Federation Of Bosnia and Herzegovina,ZDK,Zenica,,,38732243615,spsrskze@bih.net.ba,
Gimnazija 'Muhsin Rizvi?',High School,Šehidska 34,Federation Of Bosnia and Herzegovina,ZDK,Breza,44.023427,18.265806,38732784596,gimn.breza@bih.net.ba,
Mješovita srednja škola 'Mehmedalija Mak Dizdar',High School,Šehidska 34,Federation Of Bosnia and Herzegovina,ZDK,Breza,44.023427,18.265806,38732784595,mssbreza@yahoo.com,
Gimnazija 'Muhsin Rizvi?',High School,Šehida 32,Federation Of Bosnia and Herzegovina,ZDK,Kakanj,44.123569,18.116725,38732556890,gimnazijakakanj@bih.net.ba,
Srednja tehni?ka škola 'Kemal Kapetanovi?',High School,Šehida 32,Federation Of Bosnia and Herzegovina,ZDK,Kakanj,44.122853,18.116878,38732552552,stskemkap1@yahoo.com,
Srednja stru?na škola,High School,Šehida 33,Federation Of Bosnia and Herzegovina,ZDK,Kakanj,44.123599,18.117169,38732556960,ssskakanj@gmail.com,
Gimnazija 'Edhem Mulabdi?',High School,Aleja ljiljana 50,Federation Of Bosnia and Herzegovina,ZDK,Maglaj,44.553189,18.10054,38732603221,gimnazija.maglaj@ogmaglaj.edu.ba,
Mješovita srednja škola,High School,Aleja ljiljana 50,Federation Of Bosnia and Herzegovina,ZDK,Maglaj,44.553112,18.100908,38732603884,mss_maglaj@bih.net.ba,
Mješovita srednja škola 'Musa ?azim ?ati?',High School,Školska bb,Federation Of Bosnia and Herzegovina,ZDK,Olovo,44.12913,18.581489,38732825372,mssolovo@bih.net.ba,
Gimnazija 'Musa ?azim ?ati?',High School,Patriotske lige bb,Federation Of Bosnia and Herzegovina,ZDK,Tešanj,44.605119,17.978618,38732650083,gimna@bih.net.ba,
Srednja tehni?ka škola,High School,Patriotske lige bb,Federation Of Bosnia and Herzegovina,ZDK,Tešanj,44.605231,17.978674,38732650669,stsmedi@bih.net.ba,
Mješovita srednja škola,High School,Patriotske lige bb,Federation Of Bosnia and Herzegovina,ZDK,Tešanj,44.605047,17.978841,38732650812,sss32@bih.net.ba,
Mješovita srednja škola Stjepana Radi?a u Sivši,High School,Žabljak bb,Federation Of Bosnia and Herzegovina,ZDK,Usora,44.673974,18.00851,38732893722,ss.stjepana_radica@tel.net.ba,
Mješovita srednja škola 'NORDBAT-2',High School,Zvjezda bb,Federation Of Bosnia and Herzegovina,ZDK,Vareš,44.163435,18.328448,38732843002,nordbat@tel.net.ba,
Gimnazija 'Visoko',High School,Musala 23,Federation Of Bosnia and Herzegovina,ZDK,Visoko,43.993321,18.181407,38732735501,ki_selma@yahoo.com,
Mješovita srednja škola 'Hazim Šabanovi?',High School,Branilaca 24,Federation Of Bosnia and Herzegovina,ZDK,Visoko,43.995227,18.175698,38732738165,mss.hazimsabanovic@gmail.com,
Medresa 'Osman-ef. Redžovi?',High School,Veliko ?ajno bb,Federation Of Bosnia and Herzegovina,ZDK,Visoko,44.028173,18.201885,38732745771,info@medresa.org,
Gimnazija 'Rizah Odže?ki?',High School,Stjepana Radi?a 43,Federation Of Bosnia and Herzegovina,ZDK,Zavidovi?i,44.444589,18.141073,38732866678,gimzav@bih.net.ba,
Srednja tehni?ka škola,High School,Mehmeda paše Sokolovi?a bb,Federation Of Bosnia and Herzegovina,ZDK,Zavidovi?i,44.437729,18.144347,38732879002,stszav@bih.net.ba,
Srednja stru?na škola,High School,Stjepana Radi?a 43,Federation Of Bosnia and Herzegovina,ZDK,Zavidovi?i,44.123502,18.117292,38732877773,skolastrucna@bih.net.ba,
Gimnazija Biha?,High School,Safvet bega Bašagi?a bb,Federation Of Bosnia and Herzegovina,USK,Biha?,44.817925,15.87751,38737312915,,www.gimnazijabihac.edu.ba
Medicinska škola,High School,Safvet bega Bašagi?a bb,Federation Of Bosnia and Herzegovina,USK,Biha?,44.816607,15.876265,38737319073,,
Mješovita srednja škola,High School,Džani?a mahala bb,Federation Of Bosnia and Herzegovina,USK,Biha?,44.816554,15.877217,38737311075,,
Mašinsko - saobra?ajna srednja škola,High School,Irfana Ljubijanki?a 64,Federation Of Bosnia and Herzegovina,USK,Biha?,44.820072,15.863273,38737226166,,www.etsbi.edu.ba
Mješovita elektrotehni?ka i drvoprera?iva?ka srednja škola,High School,Irfana Ljubijanki?a 64,Federation Of Bosnia and Herzegovina,USK,Biha?,44.820072,15.863273,38737110181,,
Umjetni?ka škola,High School,V korpusa bb,Federation Of Bosnia and Herzegovina,USK,Biha?,44.812781,15.868299,38737311045,,www.umjetnicka-bihac.com
Katoli?ki školski centar 'IvanPavao II',High School,Žegar bb,Federation Of Bosnia and Herzegovina,USK,Biha?,44.816813,15.85034,38737223874,,ksc-bihac.net
Tursko-bosanski Unsko-sanski koledž,High School,,Federation Of Bosnia and Herzegovina,USK,Biha?,44.818649,15.87719,38737312903,,www.unasanacollege.edu.ba
Gimnazija,High School,Izeta Nani?a 12,Federation Of Bosnia and Herzegovina,USK,Bosanska Krupa,44.884179,16.1559,38737471057,,
Mješovita srednja škola 'Safet Krupi?',High School,Izeta Nani?a 12,Federation Of Bosnia and Herzegovina,USK,Bosanska Krupa,44.890887,16.155649,38737471077,,
Mješovita srednja škola,High School,Bosanska bb,Federation Of Bosnia and Herzegovina,USK,Bosanski Petrovac,44.558729,16.368456,38737883347,,
Mješovita srednja škola,High School,,Federation Of Bosnia and Herzegovina,USK,Bužim,45.072108,16.018902,38737410115,,
Gimnazija,High School,H.Mujezinovi?a 1,Federation Of Bosnia and Herzegovina,USK,Cazin,44.967748,15.914822,38737514072,,
I srednja škola,High School,H.Mujezinovi?a 1,Federation Of Bosnia and Herzegovina,USK,Cazin,44.963584,15.929787,38737514436,,
II srednja škola,High School,H.Mujezinovi?a 1,Federation Of Bosnia and Herzegovina,USK,Cazin,44.963584,15.929787,38737514036,,
Medresa 'Džemaludin ?auševi?',High School,M.Terzi? 3,Federation Of Bosnia and Herzegovina,USK,Cazin,44.96149,15.932772,38737514893,,
Mješovita srednja škola,High School,Branilaca BiH 86,Federation Of Bosnia and Herzegovina,USK,Klju?,44.5336,16.776156,38737661038,,
Gimnazija,High School,Prijedorska bb,Federation Of Bosnia and Herzegovina,USK,Sanski Most,44.767827,16.657781,38737686039,,
Mješovita srednja škola,High School,Prijedorska bb,Federation Of Bosnia and Herzegovina,USK,Sanski Most,44.767828,16.657763,38737686426,,
Srednja poljoprivredna škola 'Sanus futurum',High School,Krkojevci bb,Federation Of Bosnia and Herzegovina,USK,Sanski Most,44.747551,16.661157,38737684210,,
Gimnazija,High School,Ibrahima Mržljaka bb,Federation Of Bosnia and Herzegovina,USK,Velika Kladuša,45.185845,15.803117,38737770896,,
I srednja škola 'Dr.Husein Džani?',High School,Ibrahima Mržljaka bb,Federation Of Bosnia and Herzegovina,USK,Velika Kladuša,45.185481,15.803029,38737770043,,
II srednja škola,High School,Ibrahima Mržljaka bb,Federation Of Bosnia and Herzegovina,USK,Velika Kladuša,45.185481,15.803029,38737772876,,
Srednja škola 'Pero Ze?evi?' Odžak,High School,Džemala Bijedi?a 13,Federation Of Bosnia and Herzegovina,PK,Odžak,45.015972,18.324339,38731761866,office@sskola-odzak.edu.ba,
Srednja škola 'Fra Martin Nedi?' ,High School,XI ulica,Federation Of Bosnia and Herzegovina,PK,Orašje,45.034493,18.690663,38731710100,,www.skor.tel.net.ba
Gimnazija 'Meša Selimovi?',High School,M.Fizovi?a 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.532185,18.685335,38735247620,gmstz@bih.net.ba,
Gimnazija 'Ismet Mujezinovi?',High School,Mehmeda Hevaije Uskufije 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538996,18.668198,38735252006,gimim@bih.net.ba,
Katoli?ki školski centar 'Sveti Franjo' Op?a gimnazija,High School,Klosterska 14,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536637,18.680781,38735300800,,www.ksc-tuzla.edu.ba
Srednja ekonomska škola,High School,Muhameda Hevaije Uskufije 3,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.539481,18.66788,38735271007,info@ekonomskaskola.com,www.ekonomskaskola.com
Srednja medicinska škola,High School,Fra Grge Marti?a 5,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538412,18.670964,38735252040,medskolatz@bih.net.ba,www.medskolatz.com
Srednja muzi?ka škola,High School,Ludvika Kube 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536324,18.683582,38735262531,Sms_tuzla@yahoo.com,
Mješovita srednja trgovinska škola ,High School,Muhameda Hevaije Uskufije 3,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.539556,18.667279,38735252405,trg.skola@bih.net.ba,www.trgskola.com.ba
Mješovita srednja elektrotehni?ka škola,High School,Muhameda Hevaije Uskufije 2,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.540622,18.664618,38735282009,Ets.tz@bih.net.ba,www.etstuzla.edu.ba
Mješovita srednja gra?evinsko-geodetska škola,High School,Bosne Srebrene 61,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.53657,18.663197,38735228513,gradskola@bih.net.ba,www.gradjevinskogeodetska.com.ba
Mješovita srednja hemijska škola ,High School,Bosne Srebrene 8,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.537977,18.662826,38735281092,hemijska.skola@gmail.com,
Mješovita srednja mašinska škola ,High School,Bosne Srebrene 6,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538353,18.666981,38735315800,masinska.skola.tz@bih.net.ba,
Mješovita srednja rudarska škola ,High School,Bosne Srebrene 61,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536824,18.662772,38735228514,msrudskola@bih.net.ba,
Mješovita srednja saobra?ajna škola,High School,Bosne Srebrene 6,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538407,18.66696,38735315390,jumsss@bih.net.ba,
Mješovita srednja škola,High School,Bosne Srebrene 8,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.537867,18.662769,38735282548,jumsstuzla@gmail.com,
Turisti?ko-ugostiteljska škola,High School,Muhameda Hevajije Uskufije 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.539247,18.667904,38735247900,tru.ugostiteljska@gmail.com,
Behram-begova medresa,High School,Behram-begova 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538648,18.654141,38735281151,info@medresatz.edu.ba,
Gimnazija,High School,Prva ulica 58b,Federation Of Bosnia and Herzegovina,TK,Živinice,44.448631,18.652593,38735772612,gimnaz.zivinice@bih.net.ba,
Mješovita srednja škola,High School,Prva ulica 58b,Federation Of Bosnia and Herzegovina,TK,Živinice,44.448481,18.652005,38735772611,msszivinice@gmail.com,
Mješovita srednja škola,High School,Branilaca Banovi?a 38,Federation Of Bosnia and Herzegovina,TK,Banovi?i,44.409476,18.533004,38735876739,ju.mss@bih.net.ba,
Mješovita srednja škola,High School,,Federation Of Bosnia and Herzegovina,TK,?eli?,44.72176,18.821304,38735668010,mss.celic@bih.net.ba,
Mješovita srednja škola,High School,Velika Brijesnica,Federation Of Bosnia and Herzegovina,TK,Doboj-istok,44.722259,18.207706,38735723460,mjesovita.skola@bih.net.ba,
Gimnazija 'Dr. Mustafa Kamari?',High School,Mula Mustafe Bašeskije 2,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.708641,18.308873,38735786899,gimmko@bih.net.ba,
Mješovita srednja škola,High School,Mula Mustafe Bašeskije 2,Federation Of Bosnia and Herzegovina,TK,Gra?anica,44.708915,18.308697,38735700311,mssgracanica@bih.net.ba,
Gimnazija 'Mustafa Novali?',High School,Sarajevska bb,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.885681,18.417633,38735821150,gimngrad@gmail.com,
Mješovita srednja škola 'Hasan Kiki?',High School,Husein-kapetana Gradaš?evi?a bb ,Federation Of Bosnia and Herzegovina,TK,Grada?ac,44.885551,18.418444,38735631043,,
Mješovita srednja škola,High School,Patriotske lige bb,Federation Of Bosnia and Herzegovina,TK,Kalesija,44.442166,18.876478,38735631043,ju.mss.k@bih.net.ba,
Mješovita srednja škola 'Musa ?azim ?ati?',High School,Kladanjskih brigada 88a,Federation Of Bosnia and Herzegovina,TK,Kladanj,44.231379,18.700316,38735621215,jumss.k@bih.net.ba,
Gimnazija 'Gimnazija Lukavac' ,High School,Školska 5,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.534988,18.530178,38735550540,gimn.lu@bih.net.ba,
Mješovita srednja elektro-mašinska škola,High School,Školska 5,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.535376,18.529445,38735553377,ems.lukavac@yahoo.com,
Mješovita srednja ekonomsko-hemijska,High School,Školska 5,Federation Of Bosnia and Herzegovina,TK,Lukavac,44.535273,18.530596,38735550250,,
Mješovita srednja škola,High School,206. Viteške brigade bb,Federation Of Bosnia and Herzegovina,TK,Sapna,44.491222,19.00175,38735597067,sapnass@bih.net.ba,
Mješovita srednja škola,High School,Radni?ka 19,Federation Of Bosnia and Herzegovina,TK,Srebrenik,44.704626,18.489536,38735645679,jumss@bih.net.ba,
Mješovita srednja škola,High School,,Federation Of Bosnia and Herzegovina,TK,Teo?ak,44.601421,18.980836,38735755561,mssteocak@bih.net.ba,
Mješovita srednja škola 'Enver Pozderovi?',High School,Zaima Imamovi?a 20,Federation Of Bosnia and Herzegovina,BPK,Goražde,43.663962,18.973679,38738221020,mssep@bih.net.ba,
Srednja tehni?ka škola 'Hasib Hadžovi?',High School,Zaima Imamovi?a 60,Federation Of Bosnia and Herzegovina,BPK,Goražde,43.663172,18.975551,38738221137,justsgo@bih.net.ba,
Srednja stru?na škola 'Džemal Bijedi?',High School,Titova 20,Federation Of Bosnia and Herzegovina,BPK,Goražde,43.66862,18.978689,38738221214,nicka_f@hotmail.com,
Gimnazija,High School,Zlatnih ljiljana,Federation Of Bosnia and Herzegovina,SBK,Bugojno,44.054957,17.447838,38730260112,bug.gim@bih.net.ba,
Srednja stru?na škola,High School,Ciglane II,Federation Of Bosnia and Herzegovina,SBK,Bugojno,44.052557,17.437698,38730252207,,
Srednja tehni?ka škola,High School,Ciglane II,Federation Of Bosnia and Herzegovina,SBK,Bugojno,44.05222,17.438525,38730251915,tehskolabu@yahoo.com,
Mješovita srednja škola 'Busova?a',High School,Nikole Šubi?a Zrinskog,Federation Of Bosnia and Herzegovina,SBK,Busova?a,44.100612,17.879049,38730593155,,
Srednja škola 'Busova?a',High School,Nikole Šubi?a Zrinskog,Federation Of Bosnia and Herzegovina,SBK,Busova?a,44.100612,17.879049,38730742042,ssbusovaca@gmail.com,
Mješovita srednja škola,High School,Žrtava genocida u Srebrenici,Federation Of Bosnia and Herzegovina,SBK,Donji Vakuf,44.139848,17.401169,38730205355,mssdvakuf@bih.net.ba,
Srednja mješovita škola 'Zijah Dizdarevi?',High School,Novo naselje,Federation Of Bosnia and Herzegovina,SBK,Fojnica,43.95884,17.90254,38730831821,smszijahdizdarevic@yahoo.com,
Mješovita srednja škola 'Gornji Vakuf',High School,Kralja Tomislava bb,Federation Of Bosnia and Herzegovina,SBK,Gornji Vakuf,43.939242,17.581508,38730266255,vahid.sehic@yahoo.com,
Mješovita srednja škola 'Uskoplje',High School,Kralja Tomislava bb,Federation Of Bosnia and Herzegovina,SBK,Gornji Vakuf,43.938762,17.581116,38730494039,sskola.uskoplje@tel.net.ba,
Srednja strukovna škola 'Jajce',High School,Tina Ujevi?a 3,Federation Of Bosnia and Herzegovina,SBK,Jajce,44.347236,17.253766,38730654043,ss-skola-jajce@tel.net.ba,
Srednja škola 'Nikola Šop',High School,Fra Antuna Kneževi?a 27,Federation Of Bosnia and Herzegovina,SBK,Jajce,44.342983,17.275563,38730654174,gimnazija.nikola.sop@tel.net.ba,
Srednja škola 'Ivan Goran Kova?i?',High School,Žrtava domovinskog rata 11,Federation Of Bosnia and Herzegovina,SBK,Kiseljak,43.943452,18.079831,38730879002,srednja_skola_kis@yahoo.com,
Srednja strukovna škola 'Fojnica',High School,,Federation Of Bosnia and Herzegovina,SBK,Fojnica,43.95884,17.90254,38730879113,srednjaskolafoj@yahoo.com,
Srednja škola 'Kreševo',High School,Troska 2a,Federation Of Bosnia and Herzegovina,SBK,Kreševo,43.870461,18.057744,38730800202,ss.kresevo@tel.net.ba,
Srednja glazbena škola Jakova Gotovca,High School,Ljudevita Gaja bb,Federation Of Bosnia and Herzegovina,SBK,Novi Travnik,44.171337,17.655827,38730792286,sr.gl.sk.jakova.gotovca@tel.net.ba,
Mješovita srednja škola '308. slavna brigada',High School,Omladinska bb,Federation Of Bosnia and Herzegovina,SBK,Novi Travnik,44.169275,17.649008,38730525407,,
Srednja škola 'Novi Travnik',High School,Ljudevita Gaja bb,Federation Of Bosnia and Herzegovina,SBK,Novi Travnik,44.171337,17.655827,38730793504,ss-novi.travnik@tel.net.ba,
Mješovita srednja tehni?ka škola ,High School,Školska bb,Federation Of Bosnia and Herzegovina,SBK,Travnik,44.225549,17.656774,38730511618,psecurity@msts-travnik.net,
Mješovita srednja ekonomsko-ugostiteljska škola,High School,Školska bb,Federation Of Bosnia and Herzegovina,SBK,Travnik,44.224568,17.658843,38730511076,,
"Mješovita srednja škola ""Travnik"" ",High School,Školska 3,Federation Of Bosnia and Herzegovina,SBK,Travnik,44.225237,17.662377,38730511059,srednjatr@bih.net.ba,
"Katoli?ki školski centar ""Petar Barbari?"" Gimnazija",High School,Školska 1,Federation Of Bosnia and Herzegovina,SBK,Travnik,44.225288,17.661558,38730518823, ksctr@bih.net.ba,
"JU Srednja škola ""Travnik""",High School,,Federation Of Bosnia and Herzegovina,SBK,Nova Bila,44.189026,17.737568,38730707486,ss.travnik@tel.net.ba,
El?i Ibrahim-pašina medresa,High School,Mostarska bb,Federation Of Bosnia and Herzegovina,SBK,Nova Bila,44.228963,17.673723,38730512023,medresa@gmail.com,
"Mješovita srednja škola ""Vitez""",High School,Ilija Petrovi?a bb,Federation Of Bosnia and Herzegovina,SBK,Vitez,44.151094,17.789063,38730717540,mss.vitez.kruscica@tel.net.ba,
"Srednja škola ""Vitez""",High School,Ilija Petrovi?a bb,Federation Of Bosnia and Herzegovina,SBK,Vitez,44.151094,17.789063,38730711336,ss.vitez@tel.net.ba,
Gimnazija Mostar,High School,Španjolski trg 1,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.342922,17.807231,38736315216,,
Gimnazija fra Grge Marti?a,High School,,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.348353,17.798974,38736326994,,
Srednja ekonomska škola Joze Martinovi?a,High School,Kralja Tomislava 2,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.346844,17.800285,38736310846,,
Druga gimnazija Mostar,High School,Sjeverni logor bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.355422,17.806351,38736551615,,
Srednja medicinska škola,High School,Sjeverni logor bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.355642,17.806172,38736576851,,
Ekonomska i ugostiteljsko-turisti?ka škola,High School,Konak bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.337832,17.817382,38736576766,,
Mašinsko-saobra?ajna škola,High School,Mile Budaka 26a,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.348971,17.808352,38736566290,,
Srednja gra?evinska škola,High School,,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.337535,17.817463,38736551456,,
Srednja elektrotehni?ka škola ,High School,Alekse Šanti?a,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.345411,17.809394,38736580126,,
Srednja tekstilna i poljoprivredna škola,High School,Sjeverni logor bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.355642,17.806172,38736570034,,
Muzi?ka škola I u II stupnja,High School,Maršala Tita,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.334766,17.817574,38736551462,,
Kara?ozbegova medresa,High School,Glavna ulica,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.341906,17.814241,38736550921,,
Srednja gra?evinska škola Jurja Dalmatinca,High School,Kralja Zvonimira 24,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.345616,17.799956,38736318527,,
Srednja turisti?ko-ugostiteljska škola,High School,Kralja Zvonimira bb,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.344921,17.803151,38736320107,,
Srednja medicinska škola Sestara milosrdnica,High School,Franjeva?ka 18,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.337867,17.807079,38736332971,,
Srednja elektrotehni?ka škola Ru?era Boškovi?a,High School,Kralja Zvonimira 24,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.346889,17.800273,38736318525,,
Srednja strojarska škola Fausta Vran?i?a,High School,Kralja Zvonimira 24,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.345886,17.799887,38736318526,,
Srednja škola likovnih umjetnosti Gabrijela Jurki?a,High School,Bleiburških žrtava 35,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.34965,17.792052,38736322571,,
Srednja glazbena škola Ivana PL. Zajca,High School,Trg hrvatskih velikana,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.34225,17.802279,38736320127,,
IPG Internacionalna privatna gimnazija s pravom javnosti,High School,Bleiburških žrtava 100,Federation Of Bosnia and Herzegovina,HNK,Mostar,43.353142,17.792451,38736327808,,
Srednja škola Prozor,High School,Kralja Tomislava,Federation Of Bosnia and Herzegovina,HNK,Prozor,43.828037,17.606807,38736771214,,
Srednja škola ?apljina i Podru?ni odjel Neum,High School,,Federation Of Bosnia and Herzegovina,HNK,?apljina,43.112618,17.70234,38736801506,,
Srednja škola dr.fra Slavka Barbari?a,High School,Kralja Tomislava 72,Federation Of Bosnia and Herzegovina,HNK,?itluk,43.225045,17.697673,38736642357,,
Srednja škola Stolac,High School,Don Lazara Lazarevi?a,Federation Of Bosnia and Herzegovina,HNK,Stolac,43.083423,17.960258,38736853404,,
Srednja škola Konjic,High School,Maksima Kujundži?a,Federation Of Bosnia and Herzegovina,HNK,Konjic,43.651914,17.963036,38736727321,,
Srednja škola Jablanica,High School,P. Bili?a 7,Federation Of Bosnia and Herzegovina,HNK,Jablanica,43.664511,17.758091,38736752833,,
Gimnazija Ljubuški,High School,Sestre Silvije Anti? 1,Federation Of Bosnia and Herzegovina,ZHK,Ljubuški,43.190767,17.538628,38739830068,gimnazija.lj@gmail.com,
Srednja strukovna škola Ru?era Boškovi?a,High School,Sestre Silvije Anti? 1,Federation Of Bosnia and Herzegovina,ZHK,Ljubuški,43.191374,17.53806,38739831921,ss.skola-rudjer.boskovic@tel.net.ba,
Srednja škola Antuna Branka Šimi?a Grude,High School,Dr Franje Tu?mana 14,Federation Of Bosnia and Herzegovina,ZHK,Grude,43.370565,17.415857,38739662230,ravnatelj@ssgrude.net,
Gimnazija fra Grge Marti?a,High School,Bartola Kaši?a bb,Federation Of Bosnia and Herzegovina,ZHK,Posušje,43.472187,17.329458,38739682458,ss.fra.grge.martica.posusje@wic.ba,
Srednja strukovna škola,High School,Bartola Kaši?a bb,Federation Of Bosnia and Herzegovina,ZHK,Posušje,43.472187,17.329458,38739682458,,
Gimnazija fra Dominika Mandi?a,High School,Kardinala Alojzija Stepinca 24,Federation Of Bosnia and Herzegovina,ZHK,Široki Brijeg,43.374992,17.590003,38739704393,direktor@gimnazija-sb.edu.ba,
Glazbena škola,High School,Matije Gubca 1,Federation Of Bosnia and Herzegovina,ZHK,Široki Brijeg,43.383558,17.594579,38739707632,silvana.zadro@tel.net.ba,
